Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
1.674464437E1,-5.19E+00,-1.84E+01,3.331050158E0
1.674860068E1,-5.13E+00,-2.01E+01,3.829050064E0
1.675255683E1,-4.90E+00,-2.16E+01,4.155000210E0
1.675651252E1,-4.81E+00,-2.26E+01,3.733950138E0
1.676046896E1,-4.94E+00,-2.32E+01,2.508000135E0
1.676442566E1,-5.36E+00,-2.36E+01,6.700500250E-1
1.676838250E1,-5.96E+00,-2.39E+01,-1.59E+00
1.677233875E1,-6.43E+00,-2.38E+01,-4.04E+00
1.677629536E1,-6.39E+00,-2.30E+01,-6.68E+00
1.678025152E1,-5.74E+00,-2.14E+01,-8.67E+00
1.678420729E1,-4.92E+00,-1.97E+01,-9.67E+00
1.678816306E1,-4.10E+00,-1.81E+01,-9.42E+00
1.679211913E1,-3.73E+00,-1.63E+01,-8.00E+00
1.679607521E1,-3.83E+00,-1.47E+01,-6.17E+00
1.680003098E1,-4.00E+00,-1.31E+01,-4.56E+00
1.680398675E1,-4.10E+00,-1.16E+01,-3.54E+00
1.680794261E1,-4.10E+00,-1.04E+01,-3.27E+00
1.681189853E1,-3.98E+00,-9.33E+00,-3.27E+00
1.681585453E1,-3.94E+00,-8.46E+00,-3.26E+00
1.681981090E1,-3.79E+00,-7.83E+00,-3.27E+00
1.682376706E1,-3.62E+00,-7.35E+00,-3.26E+00
1.682772329E1,-3.56E+00,-7.07E+00,-3.22E+00
1.683167991E1,-3.35E+00,-6.95E+00,-3.04E+00
1.683563591E1,-3.01E+00,-7.24E+00,-2.87E+00
1.683959214E1,-2.85E+00,-7.41E+00,-2.68E+00
1.684354794E1,-2.81E+00,-7.53E+00,-2.51E+00
1.684750417E1,-2.97E+00,-7.72E+00,-2.20E+00
1.685146040E1,-3.08E+00,-7.89E+00,-1.84E+00
1.685541678E1,-2.97E+00,-7.98E+00,-1.51E+00
1.685937255E1,-2.89E+00,-7.97E+00,-1.17E+00
1.686332886E1,-2.68E+00,-7.87E+00,-9.19E-01
1.686728533E1,-2.43E+00,-7.79E+00,-7.46E-01
1.687124172E1,-2.24E+00,-7.62E+00,-6.12E-01
1.687519764E1,-1.99E+00,-7.47E+00,-5.36E-01
1.687915369E1,-1.86E+00,-7.33E+00,-4.02E-01
1.688310977E1,-1.78E+00,-7.14E+00,-4.02E-01
1.688706584E1,-1.68E+00,-6.89E+00,-4.02E-01
1.689102208E1,-1.65E+00,-6.74E+00,-4.78E-01
1.689497854E1,-1.55E+00,-6.59E+00,-4.40E-01
1.689893485E1,-1.44E+00,-6.45E+00,-3.82E-01
1.690289084E1,-1.30E+00,-6.30E+00,-2.48E-01
1.690684715E1,-1.11E+00,-6.17E+00,-1.14E-01
1.691080130E1,-8.61E-01,-6.07E+00,1.140000075E-1
1.691475706E1,-5.55E-01,-6.09E+00,2.479500175E-1
1.691871282E1,-3.06E-01,-6.07E+00,3.820500076E-1
1.692266844E1,-1.14E-01,-6.15E+00,4.590000212E-1
1.692662228E1,1.905000024E-2,-6.30E+00,4.399500191E-1
1.693057820E1,1.530000120E-1,-6.22E+00,3.820500076E-1
1.693453428E1,1.909500062E-1,-6.11E+00,3.630000055E-1
1.693849035E1,2.100000083E-1,-5.94E+00,3.630000055E-1
1.694244597E1,1.909500062E-1,-5.84E+00,2.869500220E-1
1.694640220E1,1.720500141E-1,-5.78E+00,3.250500262E-1
1.695035836E1,1.530000120E-1,-5.84E+00,3.250500262E-1
1.695431436E1,1.140000075E-1,-6.03E+00,3.439500034E-1
1.695827082E1,9.495000541E-2,-6.32E+00,3.250500262E-1
1.696222681E1,7.605000585E-2,-6.68E+00,3.439500034E-1
1.696618319E1,5.700000376E-2,-7.12E+00,3.439500034E-1
1.697013966E1,1.140000075E-1,-7.58E+00,3.820500076E-1
1.697409534E1,1.530000120E-1,-8.02E+00,4.399500191E-1
1.697805165E1,1.530000120E-1,-8.44E+00,4.780500233E-1
1.698200796E1,2.290500104E-1,-8.90E+00,4.590000212E-1
1.698596421E1,3.439500034E-1,-9.27E+00,5.359500051E-1
1.698992044E1,4.590000212E-1,-9.67E+00,5.929500461E-1
1.699387621E1,6.120000482E-1,-9.94E+00,6.510000229E-1
1.699783265E1,7.459500432E-1,-1.02E+01,7.080000043E-1
1.700178904E1,7.650000453E-1,-1.04E+01,6.120000482E-1
1.700574542E1,7.459500432E-1,-1.06E+01,4.399500191E-1
1.700970174E1,6.889500618E-1,-1.06E+01,1.530000120E-1
1.701365966E1,7.459500432E-1,-1.05E+01,-1.72E-01
1.701761589E1,9.000000358E-1,-1.05E+01,-6.12E-01
1.702157237E1,1.072050095E0,-1.05E+01,-1.23E+00
1.702552868E1,1.321050048E0,-1.06E+01,-2.20E+00
1.702948499E1,1.627050042E0,-1.05E+01,-3.54E+00
1.703344172E1,2.009999990E0,-1.05E+01,-5.15E+00
1.703739788E1,2.296950102E0,-1.05E+01,-6.97E+00
1.704135403E1,2.451000214E0,-1.05E+01,-8.44E+00
1.704531019E1,2.221050024E0,-1.03E+01,-8.50E+00
1.704926681E1,1.570050120E0,-1.01E+01,-7.29E+00
1.705322312E1,7.080000043E-1,-9.77E+00,-5.78E+00
1.705718096E1,-1.72E-01,-9.44E+00,-4.27E+00
1.706113773E1,-9.00E-01,-9.15E+00,-2.95E+00
1.706509388E1,-1.70E+00,-8.81E+00,-1.95E+00
1.706905019E1,-2.32E+00,-8.50E+00,-1.13E+00
1.707300650E1,-2.66E+00,-8.33E+00,-4.78E-01
1.707696119E1,-2.93E+00,-8.21E+00,5.700000376E-2
1.708091718E1,-3.22E+00,-7.93E+00,3.439500034E-1
1.708487395E1,-3.45E+00,-7.74E+00,3.439500034E-1
1.708883042E1,-3.45E+00,-7.81E+00,0.000000000E0
1.709278789E1,-3.26E+00,-7.83E+00,-5.55E-01
1.709674450E1,-3.03E+00,-7.87E+00,-1.17E+00
1.710070042E1,-3.03E+00,-7.93E+00,-1.59E+00
1.710465691E1,-3.03E+00,-7.95E+00,-1.82E+00
1.710861314E1,-2.99E+00,-8.06E+00,-1.82E+00
1.711256991E1,-2.79E+00,-8.16E+00,-1.76E+00
1.711652606E1,-2.57E+00,-8.31E+00,-1.65E+00
1.712048206E1,-2.28E+00,-8.39E+00,-1.53E+00
1.712443852E1,-2.09E+00,-8.48E+00,-1.32E+00
1.712839547E1,-2.01E+00,-8.54E+00,-1.07E+00
1.713235208E1,-1.91E+00,-8.54E+00,-9.19E-01
1.713630908E1,-1.82E+00,-8.46E+00,-7.85E-01
1.714026532E1,-1.59E+00,-8.39E+00,-6.70E-01
1.714422194E1,-1.40E+00,-8.33E+00,-5.55E-01
1.714817847E1,-1.38E+00,-8.29E+00,-6.12E-01
1.715213540E1,-1.49E+00,-8.19E+00,-9.00E-01
1.715609194E1,-1.78E+00,-8.08E+00,-1.38E+00
1.716004809E1,-2.07E+00,-7.93E+00,-2.05E+00
1.716400408E1,-2.22E+00,-7.45E+00,-3.06E+00
1.716796085E1,-2.36E+00,-7.03E+00,-4.04E+00
1.717191731E1,-2.51E+00,-6.91E+00,-4.65E+00
1.717587320E1,-2.68E+00,-7.12E+00,-4.59E+00
1.717982936E1,-2.76E+00,-7.47E+00,-3.85E+00
1.718378543E1,-2.62E+00,-8.10E+00,-2.76E+00
1.718774137E1,-2.55E+00,-8.85E+00,-1.76E+00
1.719169776E1,-2.41E+00,-9.38E+00,-8.04E-01
1.719565276E1,-2.05E+00,-9.75E+00,1.140000075E-1
1.719960875E1,-1.68E+00,-1.01E+01,7.849500179E-1
1.720356468E1,-1.53E+00,-1.06E+01,1.417050123E0
1.720752037E1,-1.47E+00,-1.09E+01,1.704000115E0
1.721147659E1,-1.36E+00,-1.09E+01,1.492950082E0
1.721543290E1,-1.26E+00,-1.07E+01,6.889500618E-1
1.721939051E1,-1.30E+00,-1.06E+01,-2.87E-01
1.722334699E1,-1.42E+00,-1.06E+01,-1.30E+00
1.722730315E1,-1.53E+00,-1.07E+01,-2.55E+00
1.723125930E1,-1.61E+00,-1.09E+01,-3.89E+00
1.723521581E1,-1.72E+00,-1.14E+01,-4.98E+00
1.723917250E1,-1.74E+00,-1.20E+01,-5.40E+00
1.724312912E1,-1.84E+00,-1.26E+01,-5.07E+00
1.724708489E1,-1.93E+00,-1.33E+01,-4.25E+00
1.725104097E1,-2.11E+00,-1.39E+01,-3.20E+00
1.725499704E1,-2.30E+00,-1.42E+01,-2.30E+00
1.725895414E1,-2.55E+00,-1.44E+01,-1.63E+00
1.726291099E1,-2.72E+00,-1.44E+01,-1.11E+00
1.726686730E1,-2.85E+00,-1.45E+01,-7.46E-01
1.727082283E1,-3.01E+00,-1.46E+01,-2.68E-01
1.727477752E1,-3.04E+00,-1.49E+01,1.720500141E-1
1.727873352E1,-3.03E+00,-1.54E+01,4.210500121E-1
1.728268945E1,-3.03E+00,-1.60E+01,4.590000212E-1
1.728664568E1,-2.89E+00,-1.67E+01,4.020000100E-1
1.729060199E1,-2.87E+00,-1.74E+01,1.530000120E-1
1.729455830E1,-3.03E+00,-1.82E+01,3.795000166E-2
1.729851430E1,-3.29E+00,-1.91E+01,1.339500099E-1
1.730247083E1,-3.52E+00,-2.00E+01,5.359500051E-1
1.730642754E1,-3.37E+00,-2.08E+01,1.225050092E0
1.731038469E1,-3.03E+00,-2.13E+01,1.588950038E0
1.731434162E1,-2.76E+00,-2.17E+01,1.531050086E0
1.731829912E1,-2.66E+00,-2.19E+01,9.570000172E-1
1.732225566E1,-2.70E+00,-2.21E+01,4.020000100E-1
1.732621389E1,-2.57E+00,-2.23E+01,-1.72E-01
1.733017035E1,-2.43E+00,-2.23E+01,-6.12E-01
1.733412689E1,-2.45E+00,-2.21E+01,-9.38E-01
1.733808319E1,-2.55E+00,-2.18E+01,-1.23E+00
1.734203966E1,-2.62E+00,-2.15E+01,-1.49E+00
1.734599635E1,-2.62E+00,-2.10E+01,-1.84E+00
1.734995235E1,-2.76E+00,-2.04E+01,-2.13E+00
1.735390867E1,-2.93E+00,-1.99E+01,-2.22E+00
1.735786536E1,-3.26E+00,-1.94E+01,-2.20E+00
1.736182136E1,-3.62E+00,-1.88E+01,-2.01E+00
1.736577722E1,-3.81E+00,-1.82E+01,-2.05E+00
1.736973292E1,-3.85E+00,-1.75E+01,-2.28E+00
1.737368861E1,-3.83E+00,-1.69E+01,-2.76E+00
1.737764481E1,-3.69E+00,-1.64E+01,-3.56E+00
1.738160081E1,-3.58E+00,-1.60E+01,-4.29E+00
1.738555658E1,-3.24E+00,-1.57E+01,-4.63E+00
1.738951306E1,-2.74E+00,-1.52E+01,-4.65E+00
1.739346929E1,-2.18E+00,-1.43E+01,-4.65E+00
1.739742591E1,-1.63E+00,-1.31E+01,-4.59E+00
1.740138214E1,-1.19E+00,-1.17E+01,-4.46E+00
1.740533868E1,-7.65E-01,-1.05E+01,-4.27E+00
1.740929475E1,-5.17E-01,-9.48E+00,-3.94E+00
1.741325034E1,-3.82E-01,-8.50E+00,-3.48E+00
1.741720657E1,-2.48E-01,-7.68E+00,-2.93E+00
1.742116219E1,-5.70E-02,-6.91E+00,-2.37E+00
1.742511721E1,1.339500099E-1,-6.13E+00,-1.89E+00
1.742907344E1,3.060000241E-1,-5.38E+00,-1.47E+00
1.743302967E1,4.210500121E-1,-4.69E+00,-1.23E+00
1.743698636E1,4.780500233E-1,-4.10E+00,-1.01E+00
1.744094298E1,4.780500233E-1,-3.45E+00,-8.80E-01
1.744489967E1,5.359500051E-1,-2.87E+00,-6.89E-01
1.744885606E1,5.929500461E-1,-2.41E+00,-4.78E-01
1.745281236E1,6.310500503E-1,-1.93E+00,-4.78E-01
1.745676859E1,5.740500093E-1,-1.44E+00,-5.17E-01
1.746072483E1,3.630000055E-1,-9.19E-01,-5.36E-01
1.746468106E1,3.439500034E-1,-5.17E-01,-5.36E-01
1.746863814E1,3.820500076E-1,-1.14E-01,-5.17E-01
1.747259545E1,3.820500076E-1,2.680500150E-1,-4.59E-01
1.747655184E1,3.820500076E-1,5.359500051E-1,-4.21E-01
1.748050776E1,3.820500076E-1,8.230500221E-1,-4.21E-01
1.748446383E1,4.399500191E-1,1.090950012E0,-3.44E-01
1.748842022E1,4.590000212E-1,1.206000090E0,-3.25E-01
1.749237637E1,4.590000212E-1,1.302000046E0,-3.06E-01
1.749633266E1,4.590000212E-1,1.339950085E0,-2.68E-01
1.750028919E1,4.399500191E-1,1.359000087E0,-2.87E-01
1.750424504E1,4.590000212E-1,1.282050014E0,-3.25E-01
1.750820119E1,4.210500121E-1,1.225050092E0,-3.25E-01
1.751215696E1,4.210500121E-1,1.206000090E0,-3.82E-01
1.751611304E1,4.590000212E-1,1.110000014E0,-3.63E-01
1.752006911E1,4.210500121E-1,1.053000093E0,-4.21E-01
1.752402541E1,5.170500278E-1,9.949500561E-1,-4.78E-01
1.752798172E1,5.170500278E-1,9.760500193E-1,-4.59E-01
1.753193788E1,5.550000072E-1,9.000000358E-1,-4.40E-01
1.753589426E1,5.550000072E-1,8.230500221E-1,-4.40E-01
1.753985064E1,6.310500503E-1,7.650000453E-1,-5.17E-01
1.754380687E1,6.310500503E-1,7.459500432E-1,-5.17E-01
1.754776310E1,6.700500250E-1,7.080000043E-1,-4.59E-01
1.755171902E1,7.270500064E-1,6.510000229E-1,-4.21E-01
1.755567509E1,7.459500432E-1,6.310500503E-1,-4.02E-01
1.755963117E1,8.230500221E-1,6.120000482E-1,-3.44E-01
1.756358716E1,8.800500631E-1,6.310500503E-1,-2.68E-01
1.756754319E1,9.190500379E-1,6.120000482E-1,-2.29E-01
1.757149957E1,1.033950090E0,6.510000229E-1,-1.53E-01
1.757545527E1,1.090950012E0,6.700500250E-1,-9.50E-02
1.757941056E1,1.186950088E0,6.889500618E-1,-1.91E-02
1.758336487E1,1.263000011E0,7.270500064E-1,5.700000376E-2
1.758732079E1,1.378050089E0,6.889500618E-1,1.530000120E-1
1.759127671E1,1.417050123E0,5.170500278E-1,2.290500104E-1
1.759523248E1,1.243950009E0,3.250500262E-1,2.100000083E-1
1.759918840E1,1.053000093E0,1.339500099E-1,1.339500099E-1
1.760314334E1,9.000000358E-1,-1.91E-02,3.795000166E-2
1.760710057E1,7.650000453E-1,-1.34E-01,-7.61E-02
1.761105642E1,6.700500250E-1,-2.10E-01,-1.72E-01
1.761501226E1,6.120000482E-1,-2.68E-01,-2.87E-01
1.761896833E1,4.969500303E-1,-3.63E-01,-3.25E-01
1.762292410E1,4.210500121E-1,-4.40E-01,-3.44E-01
1.762688003E1,3.630000055E-1,-5.36E-01,-4.21E-01
1.763083641E1,3.060000241E-1,-5.74E-01,-4.21E-01
1.763479226E1,3.060000241E-1,-6.31E-01,-4.40E-01
1.763874833E1,2.680500150E-1,-6.70E-01,-3.63E-01
1.764270433E1,2.479500175E-1,-6.70E-01,-3.25E-01
1.764666003E1,2.100000083E-1,-7.27E-01,-2.10E-01
1.765061511E1,2.290500104E-1,-7.65E-01,-7.61E-02
1.765457026E1,2.680500150E-1,-9.00E-01,0.000000000E0
1.765852511E1,2.869500220E-1,-1.03E+00,1.140000075E-1
1.766248157E1,3.250500262E-1,-1.19E+00,1.530000120E-1
1.766643703E1,3.250500262E-1,-1.42E+00,1.140000075E-1
1.767039542E1,1.140000075E-1,-2.09E+00,-2.10E-01
1.767435258E1,-3.82E-01,-3.52E+00,-1.36E+00
1.767830835E1,-1.21E+00,-6.32E+00,-5.86E+00
1.768226450E1,-1.86E+00,-9.63E+00,-1.13E+01
1.768622067E1,-2.37E+00,-1.32E+01,-1.34E+01
1.769017737E1,-3.39E+00,-1.69E+01,-9.80E+00
1.769413367E1,-4.67E+00,-2.01E+01,-5.34E+00
1.769808954E1,-5.88E+00,-2.26E+01,-1.07E+00
1.770204438E1,-6.30E+00,-2.44E+01,2.221050024E0
1.770600054E1,-6.51E+00,-2.60E+01,4.345950127E0
1.770995708E1,-6.38E+00,-2.73E+01,5.341950417E0
1.771391323E1,-5.94E+00,-2.87E+01,4.594950199E0
1.771787046E1,-5.32E+00,-3.04E+01,1.780050039E0
1.772182816E1,-4.31E+00,-3.18E+01,-3.16E+00
1.772578486E1,-3.73E+00,-3.10E+01,-6.59E+00
1.772974170E1,-3.08E+00,-2.89E+01,-5.30E+00
1.773369856E1,-1.93E+00,-2.61E+01,-2.79E+00
1.773765556E1,-8.61E-01,-2.36E+01,-9.19E-01
1.774161009E1,-5.70E-02,-2.10E+01,1.339500099E-1
1.774556565E1,2.100000083E-1,-1.86E+01,5.929500461E-1
1.774952372E1,-9.50E-02,-1.66E+01,6.889500618E-1
1.775348049E1,-1.09E+00,-1.52E+01,2.680500150E-1
1.775743857E1,-1.86E+00,-1.46E+01,-1.91E-02
1.776139403E1,-2.55E+00,-1.46E+01,0.000000000E0
1.776535042E1,-3.48E+00,-1.51E+01,5.700000376E-2
1.776930704E1,-4.16E+00,-1.57E+01,1.530000120E-1
1.777326334E1,-4.50E+00,-1.62E+01,1.909500062E-1
1.777721965E1,-4.59E+00,-1.66E+01,1.339500099E-1
1.778117756E1,-4.52E+00,-1.71E+01,-1.91E-02
1.778513417E1,-4.44E+00,-1.76E+01,-2.29E-01
1.778909079E1,-4.58E+00,-1.74E+01,-4.21E-01
1.779304733E1,-4.50E+00,-1.72E+01,-5.74E-01
1.779700356E1,-4.54E+00,-1.69E+01,-6.51E-01
1.780095971E1,-4.58E+00,-1.62E+01,-7.46E-01
1.780491510E1,-4.83E+00,-1.55E+01,-8.80E-01
1.780887148E1,-5.15E+00,-1.49E+01,-1.11E+00
1.781282818E1,-5.44E+00,-1.43E+01,-1.32E+00
1.781678493E1,-5.61E+00,-1.40E+01,-1.61E+00
1.782074154E1,-5.71E+00,-1.34E+01,-1.84E+00
1.782469778E1,-5.78E+00,-1.27E+01,-1.97E+00
1.782865354E1,-5.76E+00,-1.20E+01,-1.99E+00
1.783260978E1,-5.78E+00,-1.14E+01,-1.93E+00
1.783656593E1,-5.84E+00,-1.08E+01,-1.82E+00
1.784052161E1,-5.74E+00,-1.01E+01,-1.76E+00
1.784447745E1,-5.71E+00,-9.56E+00,-1.97E+00
1.784843384E1,-5.55E+00,-9.00E+00,-2.13E+00
1.785239021E1,-5.42E+00,-8.52E+00,-2.22E+00
1.785634652E1,-5.25E+00,-8.16E+00,-2.36E+00
1.786030290E1,-5.00E+00,-7.89E+00,-2.39E+00
1.786425928E1,-4.77E+00,-7.68E+00,-2.34E+00
1.786821543E1,-4.61E+00,-7.56E+00,-2.20E+00
1.787217182E1,-4.44E+00,-7.47E+00,-1.99E+00
1.787612789E1,-4.33E+00,-7.35E+00,-1.80E+00
1.788008382E1,-4.14E+00,-7.22E+00,-1.61E+00
1.788403958E1,-3.96E+00,-7.08E+00,-1.44E+00
1.788799526E1,-3.71E+00,-6.91E+00,-1.23E+00
1.789195118E1,-3.45E+00,-6.72E+00,-1.03E+00
1.789590726E1,-3.20E+00,-6.57E+00,-9.00E-01
1.789986309E1,-2.99E+00,-6.53E+00,-7.85E-01
1.790381925E1,-2.76E+00,-6.45E+00,-7.08E-01
1.790777548E1,-2.57E+00,-6.45E+00,-6.12E-01
1.791173163E1,-2.39E+00,-6.43E+00,-5.55E-01
1.791568778E1,-2.24E+00,-6.43E+00,-4.40E-01
1.791964409E1,-1.93E+00,-6.47E+00,-3.63E-01
1.792360016E1,-1.65E+00,-6.61E+00,-2.68E-01
1.792755594E1,-1.38E+00,-6.80E+00,-1.53E-01
1.793151055E1,-1.03E+00,-6.95E+00,0.000000000E0
1.793546594E1,-6.70E-01,-7.08E+00,1.140000075E-1
1.793942186E1,-3.63E-01,-7.16E+00,1.140000075E-1
1.794337801E1,-1.72E-01,-7.24E+00,2.290500104E-1
1.794733386E1,-1.91E-02,-7.31E+00,3.439500034E-1
1.795128863E1,9.495000541E-2,-7.37E+00,4.210500121E-1
1.795524470E1,1.720500141E-1,-7.39E+00,4.399500191E-1
1.795920094E1,2.479500175E-1,-7.51E+00,4.590000212E-1
1.796315732E1,2.479500175E-1,-7.53E+00,4.780500233E-1
1.796711363E1,2.869500220E-1,-7.60E+00,4.780500233E-1
1.797107002E1,3.820500076E-1,-7.74E+00,4.590000212E-1
1.797502610E1,4.969500303E-1,-7.81E+00,4.020000100E-1
1.797898256E1,6.510000229E-1,-7.89E+00,3.820500076E-1
1.798293886E1,7.459500432E-1,-8.00E+00,3.439500034E-1
1.798689594E1,8.419500589E-1,-8.10E+00,2.869500220E-1
1.799085294E1,9.949500561E-1,-8.14E+00,2.479500175E-1
1.799480971E1,1.129050016E0,-8.27E+00,1.140000075E-1
1.799876625E1,1.282050014E0,-8.35E+00,7.605000585E-2
1.800272287E1,1.396950126E0,-8.41E+00,1.905000024E-2
1.800667956E1,1.512000084E0,-8.50E+00,0.000000000E0
1.801063710E1,1.608000040E0,-8.52E+00,-9.50E-02
1.801459326E1,1.627050042E0,-8.67E+00,-2.10E-01
1.801854995E1,1.512000084E0,-8.85E+00,-4.02E-01
1.802250610E1,1.435950041E0,-8.96E+00,-5.36E-01
1.802646280E1,1.243950009E0,-9.11E+00,-8.04E-01
1.803041920E1,1.090950012E0,-9.23E+00,-1.05E+00
1.803437597E1,1.053000093E0,-9.34E+00,-1.53E+00
1.803833344E1,1.053000093E0,-9.48E+00,-2.03E+00
1.804228997E1,1.110000014E0,-9.56E+00,-2.78E+00
1.804624666E1,1.243950009E0,-9.59E+00,-3.69E+00
1.805020312E1,1.435950041E0,-9.63E+00,-4.71E+00
1.805416003E1,1.492950082E0,-9.71E+00,-5.59E+00
1.805811665E1,1.455000043E0,-9.86E+00,-6.47E+00
1.806207280E1,1.396950126E0,-1.00E+01,-7.14E+00
1.806602903E1,1.206000090E0,-1.00E+01,-7.20E+00
1.806998610E1,8.610000610E-1,-9.92E+00,-6.57E+00
1.807394303E1,4.020000100E-1,-9.67E+00,-5.59E+00
1.807790134E1,-9.50E-02,-9.34E+00,-4.63E+00
1.808185834E1,-4.97E-01,-8.90E+00,-3.73E+00
1.808581465E1,-8.04E-01,-8.54E+00,-2.95E+00
1.808977095E1,-1.01E+00,-8.19E+00,-2.18E+00
1.809372772E1,-1.07E+00,-8.02E+00,-1.47E+00
1.809768372E1,-1.17E+00,-7.85E+00,-7.65E-01
1.810163909E1,-1.17E+00,-7.79E+00,3.795000166E-2
1.810559555E1,-1.07E+00,-7.77E+00,7.849500179E-1
1.810955240E1,-1.17E+00,-7.81E+00,1.531050086E0
1.811350862E1,-1.23E+00,-7.79E+00,1.914000034E0
1.811746301E1,-1.30E+00,-7.81E+00,1.972050071E0
1.812142139E1,-1.24E+00,-7.95E+00,1.741950035E0
1.812537785E1,-1.15E+00,-8.04E+00,1.090950012E0
1.812933500E1,-1.15E+00,-8.02E+00,3.630000055E-1
1.813329269E1,-1.30E+00,-8.00E+00,-5.93E-01
1.813724952E1,-1.51E+00,-7.97E+00,-1.78E+00
1.814120575E1,-1.78E+00,-8.02E+00,-2.97E+00
1.814516198E1,-1.99E+00,-8.14E+00,-4.10E+00
1.814911819E1,-2.26E+00,-8.23E+00,-4.88E+00
1.815307450E1,-2.37E+00,-8.41E+00,-5.04E+00
1.815703080E1,-2.24E+00,-8.58E+00,-4.44E+00
1.816098720E1,-2.03E+00,-8.94E+00,-3.27E+00
1.816494382E1,-2.01E+00,-9.33E+00,-2.03E+00
1.816890013E1,-2.03E+00,-9.71E+00,-8.80E-01
1.817285444E1,-1.93E+00,-1.01E+01,7.605000585E-2
1.817681067E1,-1.86E+00,-1.06E+01,7.849500179E-1
1.818076651E1,-1.70E+00,-1.10E+01,1.302000046E0
1.818472287E1,-1.68E+00,-1.11E+01,1.474050045E0
1.818867887E1,-1.72E+00,-1.12E+01,1.359000087E0
1.819263457E1,-1.49E+00,-1.11E+01,9.000000358E-1
1.819659059E1,-1.40E+00,-1.09E+01,0.000000000E0
1.820054759E1,-1.46E+00,-1.07E+01,-1.17E+00
1.820450313E1,-1.63E+00,-1.05E+01,-2.34E+00
1.820845880E1,-2.09E+00,-1.02E+01,-3.10E+00
1.821241450E1,-2.70E+00,-1.01E+01,-3.41E+00
1.821636980E1,-3.39E+00,-1.00E+01,-3.39E+00
1.822032565E1,-3.91E+00,-1.00E+01,-3.18E+00
1.822428172E1,-4.10E+00,-9.92E+00,-2.89E+00
1.822823757E1,-4.00E+00,-9.92E+00,-2.49E+00
1.823219382E1,-3.62E+00,-1.01E+01,-1.67E+00
1.823614982E1,-3.20E+00,-1.05E+01,-5.55E-01
1.824010512E1,-2.95E+00,-1.11E+01,6.700500250E-1
1.824406176E1,-2.72E+00,-1.17E+01,1.780050039E0
1.824801853E1,-2.58E+00,-1.24E+01,2.451000214E0
1.825197491E1,-2.66E+00,-1.31E+01,2.700000048E0
1.825593098E1,-2.99E+00,-1.38E+01,2.412000179E0
1.825988713E1,-3.39E+00,-1.47E+01,1.800000072E0
1.826384244E1,-3.56E+00,-1.55E+01,8.040000200E-1
1.826779981E1,-3.58E+00,-1.63E+01,-4.78E-01
1.827175620E1,-3.47E+00,-1.69E+01,-1.95E+00
1.827571281E1,-3.43E+00,-1.74E+01,-3.43E+00
1.827966921E1,-3.45E+00,-1.79E+01,-4.71E+00
1.828362575E1,-3.47E+00,-1.81E+01,-5.44E+00
1.828758244E1,-3.50E+00,-1.80E+01,-5.51E+00
1.829153901E1,-3.56E+00,-1.77E+01,-4.92E+00
1.829549562E1,-3.68E+00,-1.72E+01,-3.93E+00
1.829945216E1,-3.85E+00,-1.67E+01,-2.76E+00
1.830340841E1,-3.87E+00,-1.63E+01,-1.61E+00
1.830736503E1,-3.91E+00,-1.62E+01,-6.70E-01
1.831131949E1,-3.87E+00,-1.64E+01,9.495000541E-2
1.831527571E1,-3.77E+00,-1.67E+01,6.700500250E-1
1.831923179E1,-3.69E+00,-1.72E+01,1.090950012E0
1.832318840E1,-3.52E+00,-1.77E+01,1.302000046E0
1.832714512E1,-3.47E+00,-1.81E+01,1.186950088E0
1.833110151E1,-3.48E+00,-1.83E+01,1.090950012E0
1.833505774E1,-3.45E+00,-1.85E+01,1.072050095E0
1.833901406E1,-3.52E+00,-1.87E+01,1.186950088E0
1.834297029E1,-3.64E+00,-1.89E+01,1.302000046E0
1.834692660E1,-3.71E+00,-1.91E+01,1.339950085E0
1.835088282E1,-3.71E+00,-1.93E+01,1.339950085E0
1.835483890E1,-3.83E+00,-1.93E+01,1.282050014E0
1.835879498E1,-4.00E+00,-1.93E+01,1.110000014E0
1.836275136E1,-4.08E+00,-1.91E+01,7.849500179E-1
1.836670728E1,-4.14E+00,-1.88E+01,2.479500175E-1
1.837066474E1,-4.17E+00,-1.82E+01,-2.68E-01
1.837462025E1,-4.16E+00,-1.74E+01,-9.76E-01
1.837857586E1,-4.12E+00,-1.65E+01,-1.78E+00
1.838253094E1,-4.16E+00,-1.55E+01,-2.49E+00
1.838648592E1,-4.08E+00,-1.45E+01,-3.01E+00
1.839044108E1,-3.87E+00,-1.34E+01,-3.43E+00
1.839439646E1,-3.52E+00,-1.22E+01,-3.64E+00
1.839835280E1,-3.18E+00,-1.12E+01,-3.69E+00
1.840230873E1,-2.74E+00,-1.02E+01,-3.58E+00
1.840626480E1,-2.32E+00,-9.27E+00,-3.31E+00
1.841022004E1,-1.86E+00,-8.41E+00,-3.01E+00
1.841417604E1,-1.42E+00,-7.68E+00,-2.60E+00
1.841813197E1,-9.95E-01,-7.03E+00,-2.26E+00
1.842208765E1,-5.36E-01,-6.63E+00,-1.95E+00
1.842604380E1,-1.72E-01,-6.22E+00,-1.70E+00
1.842999796E1,9.495000541E-2,-5.86E+00,-1.61E+00
1.843395425E1,4.210500121E-1,-5.53E+00,-1.46E+00
1.843791033E1,7.270500064E-1,-5.19E+00,-1.26E+00
