Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
8.330773724E1,-3.33E+00,1.530000120E-1,-2.18E+00
8.331169424E1,-3.04E+00,1.530000120E-1,-1.88E+00
8.331565131E1,-2.64E+00,1.530000120E-1,-1.59E+00
8.331960854E1,-2.32E+00,1.720500141E-1,-1.26E+00
8.332356547E1,-1.95E+00,2.290500104E-1,-9.57E-01
8.332752210E1,-1.67E+00,2.479500175E-1,-6.51E-01
8.333147864E1,-1.34E+00,2.290500104E-1,-3.63E-01
8.333543487E1,-1.03E+00,2.100000083E-1,-1.14E-01
8.333938986E1,-7.08E-01,1.909500062E-1,7.605000585E-2
8.334334648E1,-4.59E-01,1.720500141E-1,3.060000241E-1
8.334730278E1,-1.72E-01,1.530000120E-1,4.780500233E-1
8.335125769E1,1.905000024E-2,1.530000120E-1,6.510000229E-1
8.335521423E1,1.720500141E-1,1.339500099E-1,7.459500432E-1
8.335917000E1,3.630000055E-1,9.495000541E-2,9.379500151E-1
8.336312594E1,5.359500051E-1,1.339500099E-1,1.053000093E0
8.336708194E1,7.080000043E-1,1.140000075E-1,1.225050092E0
8.337103878E1,8.800500631E-1,7.605000585E-2,1.321050048E0
8.337499510E1,1.014000058E0,3.795000166E-2,1.492950082E0
8.337895095E1,1.090950012E0,-1.91E-02,1.588950038E0
8.338290756E1,1.129050016E0,-1.91E-02,1.800000072E0
8.338686432E1,1.147950053E0,-7.61E-02,1.894950032E0
8.339082162E1,1.263000011E0,-1.34E-01,1.953000069E0
8.339477832E1,1.282050014E0,-2.29E-01,1.990950108E0
8.339873493E1,1.359000087E0,-3.44E-01,2.086950064E0
8.340269186E1,1.492950082E0,-4.78E-01,2.047950029E0
8.340664878E1,1.723050117E0,-7.27E-01,2.068050146E0
8.341060532E1,1.933950067E0,-9.57E-01,2.009999990E0
8.341456193E1,2.202000141E0,-1.34E+00,1.894950032E0
8.341851878E1,2.527050018E0,-1.67E+00,1.876050115E0
8.342247534E1,2.853000164E0,-2.07E+00,1.761000037E0
8.342643196E1,3.351000071E0,-2.51E+00,1.723050117E0
8.343038873E1,3.943950176E0,-2.95E+00,1.551000118E0
8.343434556E1,4.633950233E0,-3.35E+00,1.474050045E0
8.343830210E1,5.361000061E0,-3.81E+00,1.396950126E0
8.344225879E1,6.223050117E0,-4.29E+00,1.282050014E0
8.344621526E1,7.104000568E0,-4.79E+00,1.225050092E0
8.345017165E1,8.041950226E0,-5.32E+00,1.129050016E0
8.345412834E1,8.961000443E0,-5.82E+00,1.053000093E0
8.345808504E1,9.937950134E0,-6.36E+00,1.014000058E0
8.346204197E1,1.089495087E1,-6.91E+00,8.800500631E-1
8.346599866E1,1.187205029E1,-7.39E+00,8.040000200E-1
8.346995519E1,1.279095078E1,-7.83E+00,7.459500432E-1
8.347391196E1,1.374900055E1,-8.29E+00,6.510000229E-1
8.347786888E1,1.468695068E1,-8.73E+00,5.550000072E-1
8.348182550E1,1.562505054E1,-9.15E+00,4.590000212E-1
8.348578150E1,1.654395103E1,-9.65E+00,2.680500150E-1
8.348973804E1,1.736805153E1,-1.02E+01,1.140000075E-1
8.349369694E1,1.809495163E1,-1.07E+01,-7.61E-02
8.349765340E1,1.878495026E1,-1.13E+01,-2.10E-01
8.350160986E1,1.937805176E1,-1.18E+01,-3.82E-01
8.350556617E1,1.981905174E1,-1.21E+01,-4.02E-01
8.350952294E1,2.031705093E1,-1.24E+01,-3.06E-01
8.351347986E1,2.110200119E1,-1.29E+01,-4.59E-01
8.351743992E1,2.184900093E1,-1.33E+01,-5.55E-01
8.352139362E1,2.244195175E1,-1.34E+01,-5.17E-01
8.352535054E1,2.317005157E1,-1.35E+01,-5.55E-01
8.352930771E1,2.383995056E1,-1.33E+01,-4.78E-01
8.353326440E1,2.433795166E1,-1.28E+01,-1.91E-01
8.353721925E1,2.487405205E1,-1.22E+01,3.795000166E-2
8.354117564E1,2.527605057E1,-1.15E+01,3.250500262E-1
8.354513211E1,2.562105179E1,-1.08E+01,6.120000482E-1
8.354908888E1,2.587005043E1,-1.02E+01,9.000000358E-1
8.355304602E1,2.600400162E1,-9.77E+00,1.147950053E0
8.355700294E1,2.598495102E1,-9.29E+00,1.378050089E0
8.356096010E1,2.583195114E1,-8.94E+00,1.627050042E0
8.356491686E1,2.546805191E1,-8.67E+00,1.780050039E0
8.356887386E1,2.502705193E1,-8.44E+00,1.876050115E0
8.357283110E1,2.433795166E1,-8.18E+00,2.068050146E0
8.357678871E1,2.353395081E1,-7.83E+00,2.335950136E0
8.358074586E1,2.251905060E1,-7.45E+00,2.641950130E0
8.358470286E1,2.140800095E1,-7.07E+00,2.968050241E0
8.358865976E1,2.016405106E1,-6.74E+00,3.351000071E0
8.359261622E1,1.895700073E1,-6.39E+00,3.619050264E0
8.359657307E1,1.775100136E1,-6.11E+00,3.906000137E0
8.360052992E1,1.654395103E1,-5.78E+00,4.078050137E0
8.360448653E1,1.541505051E1,-5.44E+00,4.174050331E0
8.360844307E1,1.434195042E1,-5.04E+00,4.270050049E0
8.361239956E1,1.336605072E1,-4.58E+00,4.251000404E0
8.361635602E1,1.246605015E1,-4.17E+00,4.135950089E0
8.362031310E1,1.166100025E1,-3.83E+00,3.963000298E0
8.362427025E1,1.101000023E1,-3.52E+00,3.637950182E0
8.362822710E1,1.045500088E1,-3.27E+00,3.331050158E0
8.363218340E1,9.994950294E0,-3.04E+00,2.947950125E0
8.363613977E1,9.592950821E0,-2.91E+00,2.431050062E0
8.364009653E1,9.210000038E0,-2.68E+00,1.933950067E0
8.364405307E1,8.845950127E0,-2.47E+00,1.435950041E0
8.364800968E1,8.502000809E0,-2.24E+00,8.610000610E-1
8.365196638E1,8.061000824E0,-2.07E+00,2.869500220E-1
8.365592476E1,7.659000397E0,-1.88E+00,-2.87E-01
8.365988154E1,7.141950130E0,-1.68E+00,-7.85E-01
8.366383823E1,6.606000423E0,-1.55E+00,-1.21E+00
8.366779469E1,6.051000118E0,-1.38E+00,-1.63E+00
8.367175108E1,5.437950134E0,-1.17E+00,-1.95E+00
8.367570808E1,4.882950306E0,-9.19E-01,-2.20E+00
8.367966446E1,4.423050404E0,-7.08E-01,-2.47E+00
8.368362086E1,3.925050259E0,-5.36E-01,-2.60E+00
8.368757809E1,3.580050230E0,-4.40E-01,-2.72E+00
8.369153471E1,3.255000114E0,-3.25E-01,-2.74E+00
8.369549162E1,2.968050241E0,-1.53E-01,-2.76E+00
8.369944916E1,2.794950247E0,-1.91E-02,-2.70E+00
8.370340724E1,2.623050213E0,9.495000541E-2,-2.58E+00
8.370736445E1,2.488950014E0,1.140000075E-1,-2.53E+00
8.371132130E1,2.392950058E0,1.530000120E-1,-2.43E+00
8.371527814E1,2.317050219E0,1.530000120E-1,-2.30E+00
8.371923530E1,2.239950180E0,1.720500141E-1,-2.16E+00
8.372319145E1,2.202000141E0,2.100000083E-1,-2.01E+00
8.372714784E1,2.239950180E0,2.869500220E-1,-1.78E+00
8.373110430E1,2.317050219E0,2.869500220E-1,-1.59E+00
8.373506053E1,2.431050062E0,2.479500175E-1,-1.40E+00
8.373901707E1,2.604000092E0,1.909500062E-1,-1.15E+00
8.374297339E1,2.776050091E0,2.100000083E-1,-9.00E-01
8.374693024E1,3.043950081E0,9.495000541E-2,-7.27E-01
8.375088678E1,3.331050158E0,3.795000166E-2,-5.36E-01
8.375484194E1,3.676050186E0,-7.61E-02,-3.63E-01
8.375879840E1,4.039950371E0,-1.34E-01,-2.10E-01
8.376275494E1,4.384950161E0,-2.29E-01,-9.50E-02
8.376670967E1,4.786950111E0,-2.87E-01,5.700000376E-2
8.377066629E1,5.151000023E0,-3.63E-01,1.720500141E-1
8.377462298E1,5.553000450E0,-5.36E-01,2.479500175E-1
8.377857992E1,5.896950245E0,-6.31E-01,3.439500034E-1
8.378253677E1,6.300000191E0,-7.85E-01,3.630000055E-1
8.378649315E1,6.682950497E0,-9.00E-01,4.399500191E-1
8.379045000E1,7.066050529E0,-1.15E+00,4.020000100E-1
8.379440669E1,7.449000359E0,-1.36E+00,3.820500076E-1
8.379836353E1,7.812000275E0,-1.63E+00,2.869500220E-1
8.380231997E1,8.100000381E0,-1.95E+00,2.290500104E-1
8.380627674E1,8.329050064E0,-2.26E+00,1.339500099E-1
8.381023405E1,8.559000015E0,-2.51E+00,1.140000075E-1
8.381419145E1,8.751000404E0,-2.78E+00,1.339500099E-1
8.381814822E1,8.904000282E0,-2.97E+00,1.530000120E-1
8.382210507E1,9.000000000E0,-3.03E+00,2.100000083E-1
8.382606185E1,9.094950676E0,-3.10E+00,3.250500262E-1
8.383001862E1,9.210000038E0,-3.06E+00,4.210500121E-1
8.383397531E1,9.306000710E0,-3.01E+00,5.550000072E-1
8.383793201E1,9.363000870E0,-2.93E+00,7.080000043E-1
8.384188832E1,9.439949989E0,-2.78E+00,8.419500589E-1
8.384584486E1,9.535950661E0,-2.62E+00,9.570000172E-1
8.384980147E1,9.592950821E0,-2.45E+00,1.053000093E0
8.385375785E1,9.688950539E0,-2.22E+00,1.090950012E0
8.385771370E1,9.727050781E0,-2.03E+00,1.206000090E0
8.386166939E1,9.766050339E0,-1.88E+00,1.302000046E0
8.386562632E1,9.823050499E0,-1.70E+00,1.396950126E0
8.386958293E1,9.841950417E0,-1.51E+00,1.570050120E0
8.387353916E1,9.841950417E0,-1.38E+00,1.723050117E0
8.387749577E1,9.823050499E0,-1.24E+00,1.857000113E0
8.388145262E1,9.727050781E0,-1.15E+00,1.953000069E0
8.388540952E1,9.651000023E0,-1.03E+00,2.125050068E0
8.388936629E1,9.555000305E0,-9.76E-01,2.296950102E0
8.389332337E1,9.343950272E0,-9.38E-01,2.431050062E0
8.389728037E1,9.172050476E0,-8.80E-01,2.545950174E0
8.390123729E1,9.000000000E0,-8.61E-01,2.641950130E0
8.390519399E1,8.712000847E0,-9.38E-01,2.641950130E0
8.390915105E1,8.482950211E0,-9.95E-01,2.661000013E0
8.391310813E1,8.253000259E0,-1.07E+00,2.584950209E0
8.391706489E1,8.023050308E0,-1.21E+00,2.527050018E0
8.392102167E1,7.812000275E0,-1.26E+00,2.451000214E0
8.392497828E1,7.678050518E0,-1.34E+00,2.355000019E0
8.392893482E1,7.543950558E0,-1.42E+00,2.202000141E0
8.393289157E1,7.468050480E0,-1.47E+00,2.106000185E0
8.393684896E1,7.390950203E0,-1.59E+00,1.933950067E0
8.394080588E1,7.333950520E0,-1.63E+00,1.876050115E0
8.394476250E1,7.314000130E0,-1.72E+00,1.741950035E0
8.394871896E1,7.276050568E0,-1.74E+00,1.492950082E0
8.395267550E1,7.333950520E0,-1.76E+00,1.302000046E0
8.395663185E1,7.390950203E0,-1.74E+00,1.129050016E0
8.396058800E1,7.506000519E0,-1.67E+00,9.379500151E-1
8.396454424E1,7.582950592E0,-1.70E+00,6.889500618E-1
8.396850038E1,7.755000591E0,-1.70E+00,5.170500278E-1
8.397245608E1,7.945950508E0,-1.72E+00,3.250500262E-1
8.397641285E1,8.157000542E0,-1.72E+00,7.605000585E-2
8.398037024E1,8.348999977E0,-1.82E+00,-1.91E-01
8.398432677E1,8.559000015E0,-1.91E+00,-4.78E-01
8.398828316E1,8.770050049E0,-2.03E+00,-7.85E-01
8.399223894E1,9.019050598E0,-2.13E+00,-1.09E+00
8.399619448E1,9.229050636E0,-2.34E+00,-1.34E+00
8.400015048E1,9.421050072E0,-2.53E+00,-1.65E+00
8.400410630E1,9.670050621E0,-2.79E+00,-1.80E+00
8.400806230E1,9.919050217E0,-3.08E+00,-1.97E+00
8.401201869E1,1.014900017E1,-3.41E+00,-2.14E+00
8.401597438E1,1.035900021E1,-3.73E+00,-2.26E+00
8.401993054E1,1.051200008E1,-4.00E+00,-2.37E+00
8.402388654E1,1.066605091E1,-4.29E+00,-2.36E+00
8.402784307E1,1.078005028E1,-4.54E+00,-2.37E+00
8.403179892E1,1.091400051E1,-4.67E+00,-2.26E+00
8.403575492E1,1.104900074E1,-4.75E+00,-2.05E+00
8.403971092E1,1.129695034E1,-4.77E+00,-1.88E+00
8.404366723E1,1.154595089E1,-4.71E+00,-1.65E+00
8.404762377E1,1.189095020E1,-4.63E+00,-1.42E+00
8.405158021E1,1.237005043E1,-4.54E+00,-1.24E+00
8.405553675E1,1.292505074E1,-4.48E+00,-1.05E+00
8.405949313E1,1.353795052E1,-4.46E+00,-9.00E-01
8.406344983E1,1.418895054E1,-4.56E+00,-7.46E-01
8.406740668E1,1.489800072E1,-4.75E+00,-7.08E-01
8.407136291E1,1.554900074E1,-5.02E+00,-7.08E-01
8.407531933E1,1.623795128E1,-5.38E+00,-8.04E-01
8.407927617E1,1.688895035E1,-5.84E+00,-8.42E-01
8.408323310E1,1.748295021E1,-6.30E+00,-9.19E-01
8.408718987E1,1.801905060E1,-6.78E+00,-9.76E-01
8.409114656E1,1.845900154E1,-7.22E+00,-1.01E+00
8.409510294E1,1.880400085E1,-7.74E+00,-1.03E+00
8.409905956E1,1.890000153E1,-8.04E+00,-7.85E-01
8.410301587E1,1.924395180E1,-8.64E+00,-7.85E-01
8.410697233E1,1.958895111E1,-9.19E+00,-7.65E-01
8.411092870E1,1.991505051E1,-9.77E+00,-7.46E-01
8.411488493E1,2.014395142E1,-1.02E+01,-5.93E-01
8.411884116E1,2.035500145E1,-1.06E+01,-4.02E-01
8.412279746E1,2.054700089E1,-1.08E+01,-2.29E-01
8.412675354E1,2.085300064E1,-1.10E+01,-1.14E-01
8.413070854E1,2.106405067E1,-1.11E+01,9.495000541E-2
8.413466469E1,2.133195114E1,-1.11E+01,2.479500175E-1
8.413862138E1,2.156100082E1,-1.12E+01,4.969500303E-1
8.414257823E1,2.177205086E1,-1.13E+01,6.510000229E-1
8.414653475E1,2.190600014E1,-1.14E+01,8.800500631E-1
8.415049144E1,2.203995132E1,-1.16E+01,1.053000093E0
8.415444882E1,2.221200180E1,-1.19E+01,1.282050014E0
8.415840599E1,2.227005196E1,-1.22E+01,1.551000118E0
8.416236261E1,2.232705116E1,-1.23E+01,1.761000037E0
8.416631938E1,2.219295120E1,-1.23E+01,1.933950067E0
8.417027605E1,2.190600014E1,-1.22E+01,2.163000107E0
8.417423228E1,2.156100082E1,-1.20E+01,2.431050062E0
8.417818867E1,2.117805099E1,-1.17E+01,2.700000048E0
8.418214612E1,2.071905136E1,-1.14E+01,3.006000042E0
8.418610328E1,2.025900078E1,-1.11E+01,3.255000114E0
8.419006043E1,1.974195099E1,-1.09E+01,3.445950270E0
8.419401745E1,1.924395180E1,-1.06E+01,3.694950104E0
8.419797468E1,1.867005157E1,-1.02E+01,3.886950254E0
8.420193122E1,1.803795052E1,-9.77E+00,4.059000015E0
8.420588829E1,1.731000137E1,-9.19E+00,4.212000370E0
8.420984506E1,1.663995171E1,-8.62E+00,4.288949966E0
8.421380183E1,1.595100117E1,-7.95E+00,4.404000282E0
8.421775845E1,1.526100063E1,-7.24E+00,4.461000443E0
8.422171545E1,1.459095097E1,-6.55E+00,4.423050404E0
8.422567237E1,1.390200043E1,-5.86E+00,4.327050209E0
8.422962922E1,1.327005100E1,-5.19E+00,4.288949966E0
8.423358545E1,1.273395061E1,-4.61E+00,4.135950089E0
8.423754161E1,1.219695091E1,-4.02E+00,3.886950254E0
8.424149791E1,1.166100025E1,-3.48E+00,3.619050264E0
8.424545422E1,1.135500050E1,-3.04E+00,3.102000237E0
8.424941129E1,1.087605095E1,-2.62E+00,2.680050135E0
8.425336797E1,1.009095001E1,-2.03E+00,2.488950014E0
8.425732512E1,9.249000549E0,-1.49E+00,2.125050068E0
8.426128227E1,8.712000847E0,-1.07E+00,1.704000115E0
8.426523927E1,8.329050064E0,-9.19E-01,1.129050016E0
8.426919612E1,7.735950470E0,-8.42E-01,5.740500093E-1
8.427315381E1,6.970050335E0,-7.85E-01,1.905000024E-2
8.427711125E1,6.223050117E0,-6.89E-01,-5.93E-01
8.428106802E1,5.341950417E0,-5.55E-01,-1.30E+00
8.428502478E1,4.441950321E0,-3.82E-01,-1.99E+00
8.428898140E1,3.445950270E0,-2.48E-01,-2.64E+00
8.429293832E1,2.374050140E0,-1.34E-01,-3.31E+00
8.429689532E1,1.282050014E0,-5.70E-02,-3.91E+00
8.430085257E1,1.909500062E-1,-5.70E-02,-4.44E+00
8.430481080E1,-8.42E-01,-3.80E-02,-4.94E+00
8.430876772E1,-1.82E+00,-3.80E-02,-5.34E+00
8.431272514E1,-2.87E+00,-7.61E-02,-5.65E+00
8.431668214E1,-3.83E+00,-1.34E-01,-5.86E+00
8.432063929E1,-4.77E+00,-1.14E-01,-6.03E+00
8.432459628E1,-5.59E+00,-1.14E-01,-6.01E+00
8.432855328E1,-6.30E+00,-1.53E-01,-5.97E+00
8.433251013E1,-6.95E+00,-9.50E-02,-5.78E+00
8.433646650E1,-7.47E+00,-5.70E-02,-5.61E+00
8.434042328E1,-7.87E+00,-1.34E-01,-5.34E+00
8.434437989E1,-8.23E+00,-1.53E-01,-5.00E+00
8.434833620E1,-8.44E+00,-2.87E-01,-4.73E+00
8.435229266E1,-8.56E+00,-4.59E-01,-4.48E+00
8.435624943E1,-8.69E+00,-5.36E-01,-4.10E+00
8.436020628E1,-8.75E+00,-5.74E-01,-3.77E+00
8.436416320E1,-8.77E+00,-5.74E-01,-3.45E+00
8.436812043E1,-8.67E+00,-5.93E-01,-3.10E+00
8.437207728E1,-8.48E+00,-5.55E-01,-2.78E+00
8.437603420E1,-8.25E+00,-5.17E-01,-2.36E+00
8.437999128E1,-7.93E+00,-4.97E-01,-1.95E+00
8.438394812E1,-7.54E+00,-4.78E-01,-1.51E+00
8.438790543E1,-7.05E+00,-4.97E-01,-1.17E+00
8.439186235E1,-6.57E+00,-4.40E-01,-8.04E-01
8.439581906E1,-6.01E+00,-3.82E-01,-4.02E-01
8.439977499E1,-5.40E+00,-3.25E-01,-1.14E-01
8.440373014E1,-4.83E+00,-2.29E-01,1.909500062E-1
8.440768675E1,-4.19E+00,-1.53E-01,4.780500233E-1
8.441164329E1,-3.56E+00,-5.70E-02,6.889500618E-1
8.441559937E1,-2.93E+00,-1.91E-02,8.800500631E-1
8.441955619E1,-2.30E+00,0.000000000E0,1.053000093E0
8.442351342E1,-1.65E+00,7.605000585E-2,1.168050051E0
8.442747004E1,-1.07E+00,1.140000075E-1,1.359000087E0
8.443142652E1,-4.97E-01,1.339500099E-1,1.512000084E0
8.443538275E1,-1.91E-02,1.530000120E-1,1.704000115E0
8.443933783E1,4.210500121E-1,1.720500141E-1,1.800000072E0
8.444329406E1,9.000000358E-1,2.290500104E-1,1.914000034E0
8.444725091E1,1.339950085E0,2.869500220E-1,2.068050146E0
8.445120699E1,1.780050039E0,2.680500150E-1,2.221050024E0
8.445516361E1,2.163000107E0,2.680500150E-1,2.451000214E0
8.445912007E1,2.431050062E0,2.680500150E-1,2.545950174E0
8.446307692E1,2.700000048E0,3.250500262E-1,2.700000048E0
8.446703326E1,2.968050241E0,3.250500262E-1,2.794950247E0
8.447098995E1,3.274050236E0,3.630000055E-1,2.890950203E0
8.447494665E1,3.580050230E0,3.820500076E-1,3.006000042E0
8.447890327E1,3.925050259E0,3.439500034E-1,3.063000202E0
8.448286004E1,4.251000404E0,2.479500175E-1,3.102000237E0
8.448681711E1,4.576050282E0,9.495000541E-2,3.139950037E0
8.449077220E1,4.959000111E0,-1.34E-01,3.159000158E0
8.449472859E1,5.266050339E0,-3.82E-01,3.082950115E0
8.449868505E1,5.629050255E0,-7.46E-01,2.968050241E0
8.450264136E1,6.012000084E0,-1.09E+00,2.853000164E0
8.450659821E1,6.453000069E0,-1.44E+00,2.661000013E0
8.451055467E1,6.874050140E0,-1.80E+00,2.355000019E0
8.451451162E1,7.294950485E0,-2.14E+00,2.047950029E0
8.451848054E1,7.717050552E0,-2.53E+00,1.780050039E0
8.452242508E1,8.176050186E0,-2.95E+00,1.455000043E0
8.452638167E1,8.692950249E0,-3.41E+00,1.147950053E0
8.453033813E1,9.153000832E0,-3.85E+00,8.419500589E-1
8.453429513E1,9.708000183E0,-4.25E+00,5.740500093E-1
8.453825136E1,1.018695068E1,-4.61E+00,3.820500076E-1
8.454220813E1,1.068495083E1,-4.96E+00,2.290500104E-1
8.454616521E1,1.120200062E1,-5.27E+00,1.339500099E-1
8.455012262E1,1.171905041E1,-5.53E+00,3.795000166E-2
8.455408047E1,1.219695091E1,-5.67E+00,-7.61E-02
8.455803724E1,1.281000042E1,-5.78E+00,-1.72E-01
8.456199354E1,1.340400028E1,-5.86E+00,-2.29E-01
8.456595008E1,1.399800110E1,-5.97E+00,-3.25E-01
8.456990700E1,1.464900112E1,-6.05E+00,-4.97E-01
8.457386385E1,1.531905079E1,-6.15E+00,-6.31E-01
8.457782054E1,1.604594994E1,-6.24E+00,-8.42E-01
8.458177754E1,1.669799995E1,-6.39E+00,-1.05E+00
8.458573429E1,1.732905006E1,-6.72E+00,-1.38E+00
8.458969168E1,1.796100044E1,-7.16E+00,-1.72E+00
8.459364906E1,1.855500031E1,-7.72E+00,-2.13E+00
8.459760670E1,1.909095001E1,-8.44E+00,-2.53E+00
8.460156354E1,1.932105064E1,-9.25E+00,-2.83E+00
8.460552039E1,1.974195099E1,-1.03E+01,-3.16E+00
8.460947692E1,2.022105026E1,-1.17E+01,-3.69E+00
8.461343353E1,2.060400009E1,-1.30E+01,-4.10E+00
8.461739015E1,2.089095116E1,-1.43E+01,-4.40E+00
8.462134690E1,2.096805191E1,-1.54E+01,-4.67E+00
8.462530367E1,2.094900131E1,-1.62E+01,-4.73E+00
8.462926036E1,2.077605057E1,-1.66E+01,-4.71E+00
8.463321715E1,2.050800133E1,-1.65E+01,-4.59E+00
8.463717422E1,2.008695030E1,-1.58E+01,-4.23E+00
8.464113138E1,1.957005119E1,-1.45E+01,-3.62E+00
8.464508837E1,1.918695068E1,-1.31E+01,-2.93E+00
8.464904522E1,1.886100006E1,-1.19E+01,-2.24E+00
8.465300214E1,1.863195038E1,-1.08E+01,-1.65E+00
8.465695928E1,1.843995094E1,-9.99E+00,-1.05E+00
8.466091659E1,1.834395027E1,-9.46E+00,-4.40E-01
8.466487151E1,1.826805115E1,-9.11E+00,3.795000166E-2
8.466882790E1,1.821000099E1,-8.92E+00,5.550000072E-1
8.467278520E1,1.807605171E1,-8.85E+00,1.014000058E0
8.467674220E1,1.784595108E1,-8.83E+00,1.378050089E0
8.468069910E1,1.757805061E1,-8.77E+00,1.761000037E0
8.468465564E1,1.725300026E1,-8.67E+00,2.068050146E0
8.468861294E1,1.685100174E1,-8.46E+00,2.431050062E0
8.469257001E1,1.639095116E1,-8.10E+00,2.814000130E0
8.469652732E1,1.585500050E1,-7.72E+00,3.082950115E0
8.470048447E1,1.524195099E1,-7.24E+00,3.408000231E0
8.470444184E1,1.461000061E1,-6.66E+00,3.676050186E0
8.470839892E1,1.397805023E1,-6.03E+00,3.963000298E0
8.471235638E1,1.334595108E1,-5.38E+00,4.117050171E0
8.471631328E1,1.279095078E1,-4.81E+00,4.231050014E0
8.472026974E1,1.225500011E1,-4.17E+00,4.345950127E0
8.472422651E1,1.198695087E1,-3.73E+00,4.078050137E0
8.472818316E1,1.127805042E1,-3.08E+00,4.212000370E0
8.473213993E1,1.051200008E1,-2.39E+00,4.212000370E0
8.473609639E1,1.014900017E1,-1.91E+00,4.002000332E0
8.474005321E1,1.001400089E1,-1.65E+00,3.523050070E0
8.474401013E1,9.841950417E0,-1.55E+00,3.102000237E0
8.474796705E1,9.574050903E0,-1.51E+00,2.623050213E0
8.475192390E1,9.306000710E0,-1.51E+00,2.029050112E0
8.475588083E1,9.019050598E0,-1.49E+00,1.455000043E0
8.475983729E1,8.635950089E0,-1.38E+00,8.610000610E-1
8.476379374E1,8.137949944E0,-1.26E+00,3.250500262E-1
8.476775190E1,7.639950275E0,-1.17E+00,-1.72E-01
8.477170851E1,7.084950447E0,-1.09E+00,-6.31E-01
8.477566528E1,6.568050385E0,-9.76E-01,-1.07E+00
8.477962205E1,6.012000084E0,-9.38E-01,-1.49E+00
8.478357897E1,5.419050217E0,-8.23E-01,-1.80E+00
8.478753564E1,4.843950272E0,-7.65E-01,-2.13E+00
8.479149272E1,4.288949966E0,-7.27E-01,-2.28E+00
8.479544957E1,3.733950138E0,-6.51E-01,-2.45E+00
8.479940622E1,3.178050041E0,-5.93E-01,-2.64E+00
8.480336337E1,2.700000048E0,-5.93E-01,-2.76E+00
8.480732068E1,2.143949986E0,-6.12E-01,-2.85E+00
8.481127738E1,1.665000081E0,-6.31E-01,-2.95E+00
8.481523438E1,1.147950053E0,-6.31E-01,-3.01E+00
8.481919099E1,7.270500064E-1,-6.31E-01,-2.99E+00
8.482314777E1,3.060000241E-1,-6.70E-01,-3.01E+00
8.482710485E1,0.000000000E0,-6.89E-01,-2.97E+00
8.483106277E1,-2.87E-01,-7.27E-01,-2.91E+00
8.483501938E1,-5.74E-01,-7.08E-01,-2.76E+00
8.483897630E1,-7.46E-01,-7.08E-01,-2.62E+00
8.484293323E1,-8.80E-01,-7.27E-01,-2.49E+00
8.484689020E1,-9.57E-01,-8.04E-01,-2.28E+00
8.485084682E1,-9.76E-01,-9.00E-01,-2.05E+00
8.485480351E1,-9.57E-01,-9.57E-01,-1.80E+00
8.485876044E1,-7.65E-01,-1.03E+00,-1.51E+00
8.486271721E1,-5.55E-01,-1.13E+00,-1.28E+00
8.486667398E1,-1.34E-01,-1.17E+00,-1.03E+00
8.487063000E1,2.479500175E-1,-1.28E+00,-8.04E-01
8.487458730E1,8.040000200E-1,-1.44E+00,-4.78E-01
8.487854476E1,1.339950085E0,-1.61E+00,-2.10E-01
8.488250092E1,1.876050115E0,-1.80E+00,1.905000024E-2
8.488645761E1,2.412000179E0,-2.03E+00,2.290500104E-1
8.489041500E1,2.872050047E0,-2.26E+00,4.969500303E-1
8.489437238E1,3.351000071E0,-2.47E+00,7.650000453E-1
8.489832953E1,3.810000181E0,-2.64E+00,9.570000172E-1
8.490228676E1,4.231050014E0,-2.76E+00,1.147950053E0
8.490624397E1,4.633950233E0,-2.79E+00,1.225050092E0
8.491020074E1,5.055000305E0,-2.79E+00,1.378050089E0
8.491415820E1,5.400000095E0,-2.81E+00,1.531050086E0
8.491811532E1,5.725050449E0,-2.83E+00,1.588950038E0
8.492207232E1,6.127050400E0,-2.87E+00,1.627050042E0
8.492602932E1,6.453000069E0,-2.89E+00,1.645950079E0
8.492998663E1,6.759000301E0,-2.85E+00,1.684950113E0
8.493394363E1,6.988950253E0,-2.78E+00,1.588950038E0
8.493790055E1,7.237950325E0,-2.64E+00,1.492950082E0
8.494185770E1,7.525050163E0,-2.43E+00,1.378050089E0
8.494581455E1,7.851000309E0,-2.22E+00,1.168050051E0
8.494977163E1,8.176050186E0,-2.03E+00,9.760500193E-1
8.495372886E1,8.406000137E0,-1.82E+00,7.849500179E-1
8.495768571E1,8.712000847E0,-1.65E+00,5.170500278E-1
8.496164232E1,9.019050598E0,-1.53E+00,3.060000241E-1
8.496559971E1,9.343950272E0,-1.42E+00,5.700000376E-2
8.496955787E1,9.631950378E0,-1.44E+00,-1.91E-01
8.497351502E1,9.937950134E0,-1.49E+00,-4.02E-01
8.497747143E1,1.009095001E1,-1.57E+00,-5.36E-01
8.498142813E1,1.026300049E1,-1.67E+00,-6.89E-01
8.498538490E1,1.035900021E1,-1.78E+00,-8.42E-01
8.498934181E1,1.045500088E1,-1.93E+00,-9.57E-01
8.499329889E1,1.049295044E1,-2.09E+00,-9.95E-01
8.499725627E1,1.049295044E1,-2.32E+00,-9.95E-01
8.500121321E1,1.047405052E1,-2.55E+00,-9.00E-01
8.500517013E1,1.039695072E1,-2.76E+00,-7.27E-01
8.500912721E1,1.035900021E1,-2.95E+00,-4.78E-01
