"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.036738125E0,2.593207397E0,-1.136616394E1,-1.313817902E0
2.046800125E0,2.202370148E0,-1.083955902E1,-1.821861420E0
2.056863125E0,2.241289215E0,-9.816436615E0,-3.665876770E0
2.066926125E0,1.994153137E0,-9.419911194E0,-4.864284668E0
2.076989125E0,1.658551025E0,-1.022523651E1,-4.281845856E0
2.087052125E0,6.161187744E-1,-1.222298218E1,-3.632645874E0
2.097115125E0,-9.669891357E-1,-1.413151337E1,-2.575394440E0
2.107177125E0,-2.357597351E0,-1.663625473E1,-2.995420990E0
2.117240125E0,-3.050805817E0,-1.909938263E1,-6.100414124E0
2.127303125E0,-3.258573761E0,-2.157209061E1,-7.703879700E0
2.137366125E0,-4.088747406E0,-2.395049469E1,-6.937174072E0
2.147429125E0,-4.788691864E0,-2.480192413E1,-6.193221130E0
2.157492125E0,-4.761149139E0,-2.480955826E1,-5.667214966E0
2.167554125E0,-4.270319824E0,-2.479967880E1,-4.594096527E0
2.177617125E0,-4.224664764E0,-2.506268188E1,-2.281555481E0
2.187680125E0,-4.498744812E0,-2.509336807E1,3.068618774E-2
2.197743125E0,-4.717440033E0,-2.459056366E1,1.210832062E0
2.207806125E0,-4.630770264E0,-2.402953033E1,1.738185425E0
2.217869125E0,-4.112398224E0,-2.262455200E1,2.447111206E0
2.227931125E0,-4.073928223E0,-2.162732574E1,2.919678497E0
2.237994125E0,-4.295916595E0,-2.135968231E1,2.684667206E0
2.248057125E0,-4.240980835E0,-2.031919601E1,1.824855194E0
2.258120125E0,-4.535418549E0,-2.014944901E1,4.770579529E-1
2.268183125E0,-4.430486755E0,-1.914713333E1,-1.463356934E0
2.278246125E0,-3.541186066E0,-1.583766541E1,-2.728076935E0
2.288308125E0,-2.113455048E0,-1.156045990E1,-4.500990143E0
2.298371125E0,-6.141728210E-1,-7.636819153E0,-7.180418243E0
2.308434125E0,1.361269226E0,-3.141966248E0,-1.095332245E1
2.318497125E0,3.381468201E0,1.157393188E0,-1.687815170E1
2.328560125E0,4.557422791E0,3.709136810E0,-1.658865372E1
2.338622125E0,2.659519501E0,1.821262665E0,-9.826166382E0
2.348685125E0,-5.692662048E-1,-2.363884277E0,-9.738748169E0
2.358748125E0,-3.017425232E0,-4.006119232E0,-1.111872849E1
2.368811125E0,-2.375859375E0,-1.775607605E0,-6.955585785E0
2.378874125E0,-9.598040771E-1,1.016386414E-1,-2.079026642E0
2.388937125E0,-1.510359192E-1,2.652484131E-1,-7.476951599E-1
2.398999125E0,1.521436157E0,7.997868347E-1,3.152444458E-1
2.409062125E0,1.989662476E0,1.034498749E0,2.027982788E0
2.419125125E0,2.046095123E0,1.311722260E0,3.096760254E0
2.429188125E0,2.083367615E0,1.574425964E0,3.142265625E0
2.439251125E0,1.933229828E0,1.609752502E0,2.950364685E0
2.449314125E0,2.135010223E0,1.387015686E0,2.922821960E0
2.459376125E0,1.253343658E0,1.047821045E-2,3.801045685E0
2.469439125E0,2.320175171E-2,-1.443598022E0,2.467019806E0
2.479502125E0,-1.670526123E-1,-1.561552734E0,1.021326141E0
2.489565125E0,-3.388952637E-1,-1.207987976E0,4.760101318E-1
2.499628125E0,-9.071136475E-1,-1.114282837E0,5.878276062E-1
2.509691125E0,-1.524130554E0,-1.036295013E0,7.524851990E-1
2.519753125E0,-1.562001801E0,-6.800358582E-1,1.095721436E0
2.529816125E0,-1.264121246E0,-1.604663086E-1,1.635498962E0
2.539879125E0,-1.159788208E0,4.010160828E-1,2.180365906E0
2.549942125E0,-8.771759033E-1,8.783734131E-1,1.969753876E0
2.560005125E0,-3.665876770E-1,1.336420898E0,1.161135406E0
2.570068125E0,-9.744735718E-2,1.589394836E0,7.179071045E-1
2.580130125E0,1.335223389E-1,1.685794373E0,4.122427368E-1
2.590193125E0,1.899549866E-1,1.600322113E0,9.852511597E-1
2.600256125E0,1.109193420E-1,1.354682922E0,1.463506622E0
2.610319125E0,1.603166199E-1,1.187779999E0,1.023870850E0
2.620382125E0,3.402424622E-1,9.870474243E-1,1.576222229E-1
2.630445125E0,4.537065125E-1,3.947291565E-1,-3.290158081E-1
2.640507125E0,3.625460815E-1,-1.773811340E-1,-1.862127686E-1
2.650570125E0,5.972579956E-2,-5.186714172E-1,-1.460961914E-1
2.660633125E0,-4.409829712E-1,-7.800279236E-1,-1.064286804E0
2.670696125E0,-1.148411865E0,-1.256487122E0,-3.501069489E0
2.680759125E0,-2.617606659E0,-2.979703674E0,-8.201145630E0
