"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.403074292E0,1.109103607E1,-1.463656311E0,-3.400927734E-1
2.413075292E0,1.093955109E1,-9.680369568E-1,-5.031037903E-1
2.423077291E0,1.102607117E1,-6.415658569E-1,-7.586224365E-1
2.433079292E0,1.130359406E1,-3.629951477E-1,-1.203197937E0
2.443080292E0,1.154878418E1,3.233276367E-2,-1.591041412E0
2.453082291E0,1.152094208E1,3.565585327E-1,-1.732796631E0
2.463083291E0,1.143232635E1,4.501139832E-1,-1.675914917E0
2.473085292E0,1.146525787E1,3.341052246E-1,-1.397194519E0
2.483086292E0,1.153636002E1,1.995350647E-1,-9.803114319E-1
2.493088291E0,1.227402603E1,3.646417236E-1,-7.143145752E-1
2.503090292E0,1.293026138E1,1.902543640E-1,-6.330335999E-1
2.513091291E0,1.295346313E1,-2.444416809E-1,-4.860392761E-1
2.523093292E0,1.282068924E1,-8.250842285E-1,-3.903881836E-1
2.533094292E0,1.279105087E1,-1.497036896E0,-4.134402466E-1
2.543096291E0,1.315494415E1,-2.082469482E0,-3.010240173E-1
2.553097291E0,1.374845993E1,-2.851719818E0,-1.516346741E-1
2.563099292E0,1.464719101E1,-4.171225891E0,-5.149291992E-2
2.573101291E0,1.537108566E1,-6.203849030E0,-2.709365845E-2
2.583102291E0,1.540850784E1,-8.093519440E0,3.655398560E-1
2.593104292E0,1.433029999E1,-9.290131073E0,1.733994141E0
2.603105292E0,1.391745850E1,-9.050928497E0,2.957100677E0
2.613107292E0,1.585487961E1,-7.448361053E0,2.359094238E0
2.623108292E0,1.536419998E1,-7.149732056E0,2.364782410E0
2.633110291E0,1.517544250E1,-7.297474823E0,2.189047852E0
2.643112292E0,1.563753159E1,-7.020550690E0,1.719474335E0
2.653113292E0,1.635184616E1,-8.083340607E0,1.704954529E0
2.663115291E0,1.756821671E1,-1.018107834E1,2.626438293E0
2.673116291E0,1.812475937E1,-1.176194092E1,3.761827240E0
2.683118292E0,1.822924210E1,-1.312306046E1,4.210893402E0
2.693119292E0,1.756073227E1,-1.452384750E1,3.457360382E0
2.703121291E0,1.643252838E1,-1.552316940E1,2.336790619E0
2.713122291E0,1.532483185E1,-1.601878876E1,1.952988739E0
2.723124292E0,1.439466614E1,-1.602208191E1,2.268083496E0
2.733126292E0,1.362960709E1,-1.573887085E1,2.818339233E0
2.743127292E0,1.307590851E1,-1.532722687E1,3.156785431E0
2.753129291E0,1.262594421E1,-1.478550339E1,3.183130646E0
2.763130291E0,1.226788879E1,-1.415740952E1,3.090473328E0
2.773132292E0,1.182046921E1,-1.338232132E1,2.847528534E0
2.783133292E0,1.116153946E1,-1.266980301E1,2.262245636E0
2.793135291E0,1.077878540E1,-1.197554672E1,1.560804291E0
2.803137292E0,1.024798920E1,-1.126257935E1,8.581654358E-1
2.813138292E0,9.625733185E0,-1.073283096E1,2.249821472E-1
2.823140291E0,8.868158569E0,-1.029439270E1,-1.698966980E-1
2.833141292E0,7.940986633E0,-9.825118561E0,-5.245092773E-1
2.843143291E0,7.097490692E0,-9.320068817E0,-7.604187012E-1
2.853144291E0,6.427184601E0,-8.762029266E0,-7.441026306E-1
2.863146292E0,5.826483765E0,-8.174051971E0,-7.741900635E-1
2.873147292E0,5.254523163E0,-7.629185028E0,-8.339158630E-1
2.883149291E0,4.818180542E0,-7.106921082E0,-8.258326721E-1
2.893151292E0,4.591851196E0,-6.646328888E0,-7.114704895E-1
2.903152208E0,4.428241425E0,-6.316414948E0,-6.646179199E-1
2.913154208E0,4.358935547E0,-6.152954865E0,-5.882766724E-1
2.923155208E0,4.259392548E0,-6.001918945E0,-4.116439819E-1
2.933157208E0,4.183051300E0,-5.773044891E0,-2.472857666E-1
2.943158208E0,4.067341919E0,-5.558391266E0,-1.094224548E-1
2.953160208E0,3.876339111E0,-5.291496277E0,8.577163696E-2
2.963162208E0,3.881428528E0,-5.047353973E0,1.405577087E-1
2.973163208E0,3.954776001E0,-4.923262024E0,6.930587769E-2
2.983165208E0,3.927382965E0,-4.920417938E0,7.200027466E-2
