"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.662750500E0,3.450474701E0,-2.132764893E1,2.640509033E-1
3.672813500E0,3.770958252E0,-1.437730225E1,2.650687866E0
3.682876500E0,4.550836487E0,-8.979976044E0,6.715784454E0
3.692939500E0,4.565505981E0,-6.971901855E0,5.926026764E0
3.703002500E0,3.728596344E0,-8.985514526E0,3.907025299E0
3.713065500E0,3.658392334E0,-1.045979874E1,2.174827423E0
3.723128500E0,3.954626312E0,-1.054497162E1,-5.837860107E-2
3.733191500E0,4.197720795E0,-9.653275909E0,-1.997895355E0
3.743254500E0,4.519551544E0,-8.369994507E0,-3.139870605E0
3.753317500E0,4.771327972E0,-7.497309265E0,-4.364024963E0
3.763380500E0,4.667294312E0,-7.610324249E0,-5.492378540E0
3.773444500E0,4.351600800E0,-7.960296478E0,-6.086493073E0
3.783507500E0,4.039799194E0,-8.354426880E0,-5.659131775E0
3.793570500E0,3.569327545E0,-8.782386932E0,-3.672313385E0
3.803633500E0,2.615211639E0,-9.543554077E0,-3.848497009E-1
3.813696500E0,1.025218048E0,-1.048853897E1,1.969604187E0
3.823759500E0,-1.951940918E-1,-1.015084122E1,3.156785431E0
3.833822500E0,-5.908213806E-1,-8.750952301E0,3.015179901E0
3.843885500E0,-6.195616150E-1,-8.543783112E0,2.124532013E0
3.853948500E0,-4.342469788E-1,-8.639434204E0,1.286724243E0
3.864011500E0,-3.712280273E-1,-8.801996155E0,7.720944214E-1
3.874074500E0,-7.574249268E-1,-9.752070465E0,9.015751648E-1
3.884137500E0,-1.304387512E0,-1.050365753E1,1.577868805E0
3.894200500E0,-1.518741760E0,-1.075348801E1,1.429826660E0
3.904263500E0,-1.011746063E0,-1.066247726E1,1.335223389E-1
3.914326500E0,2.835104370E-1,-1.136751114E1,-2.521057434E0
3.924389500E0,1.369502106E0,-1.217852463E1,-4.335733795E0
3.934452500E0,2.408491516E0,-1.225052490E1,-4.477938080E0
